session_id	original_session_id
ses-session+hheise+M122+2022+08+05+01	ses-session_hheise_M122_2022-08-05_01
ses-session+hheise+M122+2022+08+06+01	ses-session_hheise_M122_2022-08-06_01
ses-session+hheise+M122+2022+08+07+01	ses-session_hheise_M122_2022-08-07_01
ses-session+hheise+M122+2022+08+08+01	ses-session_hheise_M122_2022-08-08_01
ses-session+hheise+M122+2022+08+09+01	ses-session_hheise_M122_2022-08-09_01
ses-session+hheise+M122+2022+08+12+01	ses-session_hheise_M122_2022-08-12_01
ses-session+hheise+M122+2022+08+15+01	ses-session_hheise_M122_2022-08-15_01
ses-session+hheise+M122+2022+08+18+01	ses-session_hheise_M122_2022-08-18_01
ses-session+hheise+M122+2022+08+21+01	ses-session_hheise_M122_2022-08-21_01
ses-session+hheise+M122+2022+08+24+01	ses-session_hheise_M122_2022-08-24_01
ses-session+hheise+M122+2022+08+27+01	ses-session_hheise_M122_2022-08-27_01
ses-session+hheise+M122+2022+08+30+01	ses-session_hheise_M122_2022-08-30_01
ses-session+hheise+M122+2022+09+02+01	ses-session_hheise_M122_2022-09-02_01
ses-session+hheise+M122+2022+09+05+01	ses-session_hheise_M122_2022-09-05_01
